result|answer|code|id|query|img_path|possible_answers
no|no|"def execute_command_tt0071129_0(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Big Bad
    # Definition: The character who is the direct cause of all of the bad happenings in a story.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Big Bad"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Big Bad"" usually involves a character who is the direct cause of all of the bad happenings in a story
    # 3. Action Analysis: For frames ""Big Bad"" present, the action like ""Big Bad attacking"" or ""Big Bad is doing something bad"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify Big Bad
        if frame.exists(""Big Bad""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query Big Bad action
            big_bad_action = frame.find(""Big Bad"")[0].simple_query(""What is he/she doing?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of Big Bad in {i} th frame""] = big_bad_action
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_0|"Is the trope ""Big Bad"", which means ""The character who is the direct cause of all of the bad happenings in a story."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_3(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Smug Snake
    # Definition: A type of character (usually a villain) who tends to treat friends and enemies alike with equal disdain.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Smug Snake"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Smug Snake"" usually involves a character who is smug and disdainful
    # 3. Action Analysis: For frames the character present, the action like ""character showing disdain"" or ""character being smug"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify the character
        if frame.exists(""character""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character action
            character_action = frame.find(""character"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of character
            character_emotion = frame.simple_query(""What emotion does character have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character in {i} th frame""] = character_action
            info[f""Character emotion in {i} th frame""] = character_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_3|"Is the trope ""Smug Snake"", which means ""A type of character (usually a villain) who tends to treat friends and enemies alike with equal disdain."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_5(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Would Hurt a Child
    # Definition: People that do hurt children, sometimes even kill them.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Would Hurt a Child"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Object Detection: ""Would Hurt a Child"" usually involves two characters like antagonist and child
    # 3. Action Analysis: For frames antagonist and child both present, the action like ""antagonist attacking"" or ""child is showing signs of distress"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify antagonist and child
        if frame.exists(""antagonist"") and frame.exists(""child""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query antagonist / child action
            antagonist_action = frame.find(""antagonist"")[0].simple_query(""What is he/she doing?"")
            child_action = frame.find(""child"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of child`    
            child_emotion = frame.simple_query(""What emotion does child have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of antagonist in {i} th frame""] = antagonist_action
            info[f""Action of child in {i} th frame""] = child_action
            info[f""Child emotion in {i} th frame""] = child_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_5|"Is the trope ""Would Hurt a Child"", which means ""People that do hurt children, sometimes even kill them."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_9(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Deadpan Snarker
    # Definition: A character prone to gnomic, sarcastic, sometimes bitter, occasionally whimsical asides.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Deadpan Snarker"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Deadpan Snarker"" usually involves a character who is prone to making sarcastic comments
    # 3. Action Analysis: For frames the character present, the action like ""making sarcastic comments"" or ""showing a deadpan expression"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify the character
        if frame.exists(""character""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character action
            character_action = frame.find(""character"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of character
            character_emotion = frame.simple_query(""What emotion does character have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character in {i} th frame""] = character_action
            info[f""Character emotion in {i} th frame""] = character_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_9|"Is the trope ""Deadpan Snarker"", which means ""A character prone to gnomic, sarcastic, sometimes bitter, occasionally whimsical asides."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_10(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Determinator
    # Definition: A character, good or evil, male or female, young or old, who never gives up. Ever. No matter what.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Determinator"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Determinator"" usually involves a character who is facing adversity or challenges
    # 3. Action Analysis: For frames the character present, the action like ""character is struggling"" or ""character is overcoming obstacles"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify the character
        if frame.exists(""character""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character action
            character_action = frame.find(""character"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of character
            character_emotion = frame.simple_query(""What emotion does character have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character in {i} th frame""] = character_action
            info[f""Character emotion in {i} th frame""] = character_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_10|"Is the trope ""Determinator"", which means ""A character \ good or evil, male or female, young or old \ who never gives up. Ever. No matter what."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|yes|"def execute_command_tt0071129_11(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Only Sane Man
    # Definition: When there is a group of characters who are all just totally weird, either in general or in a particular scenario, the Only Sane Man is the only one who, well, isn't.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Only Sane Man"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Only Sane Man"" usually involves a group of characters, we need to identify each character and their behavior
    # 3. Behavior Analysis: For frames all characters present, the action like ""character acting weird"" or ""character acting normal"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify characters
        if frame.exists(""characters""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query each character's action
            character_actions = [character.simple_query(""What is he/she doing?"") for character in frame.find(""characters"")]
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of characters in {i} th frame""] = character_actions
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_11|"Is the trope ""Only Sane Man"", which means ""When there is a group of characters who are all just totally weird, either in general or in a particular scenario, the Only Sane Man is the only 
one who, well, isn't."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
yes|no|"def execute_command_tt0071129_17(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Too Dumb to Live
    # Definition: Characters who are so foolish or naive that their actions could result in their own harm or death
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Too Dumb to Live"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character and Action Detection: ""Too Dumb to Live"" usually involves a character doing something obviously dangerous or foolish
    # 3. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify character
        if frame.exists(""character""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character action
            character_action = frame.find(""character"")[0].simple_query(""What is he/she doing?"")
            # Query if the action is dangerous
            is_dangerous = frame.simple_query(""Is the action dangerous?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character in {i} th frame""] = character_action
            info[f""Is the action dangerous in {i} th frame""] = is_dangerous
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_17|"Is the trope ""Too Dumb to Live"", which means ""People who are so stupid that they simply do not deserve to survive."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_20(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Adorkable
    # Definition: An adorkable character might be socially inept, shy or clumsy. However, rather than making them an outcast, these quirks give the character an endearing vulnerability.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Adorkable"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Adorkable"" usually involves a character who is socially inept, shy or clumsy
    # 3. Action Analysis: For frames the character present, the action like ""character is being clumsy"" or ""character is being shy"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify the character
        if frame.exists(""character""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character action
            character_action = frame.find(""character"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of character`    
            character_emotion = frame.simple_query(""What emotion does character have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character in {i} th frame""] = character_action
            info[f""Character emotion in {i} th frame""] = character_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_20|"Is the trope ""Adorkable"", which means ""An adorkable character might be socially inept, shy or clumsy. However, rather than making them an outcast, these quirks give the character 
an endearing vulnerability."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_28(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Adult Fear
    # Definition: Things that mature, well-adjusted adults generally are concerned about, as opposed to supernatural fears.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Adult Fear"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Object Detection: ""Adult Fear"" usually involves real-world, non-supernatural elements that could be a source of fear or concern for adults. This could include things like financial instability, health issues, or threats to children or loved ones.
    # 3. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify real-world, non-supernatural elements
        if frame.exists(""real-world elements""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query real-world elements action
            real_world_elements_action = frame.find(""real-world elements"")[0].simple_query(""What is happening with the real-world elements?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of real-world elements in {i} th frame""] = real_world_elements_action
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_28|"Is the trope ""Adult Fear"", which means ""Things that mature, well-adjusted adults generally are concerned about, as opposed to supernatural fears."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
no|no|"def execute_command_tt0071129_29(video, possible_answers, query, ImagePatch, VideoSegment, llm_query, bool_to_yesno, distance, best_image_match):
    # Answer is:def execute_command(video, possible_answers, query)->[str, dict]:
    # Trope: Not So Different
    # Definition: When one character in a pair (who'd otherwise be different and/or unrelated) discovers that they actually have some things in common, more than the other character would want to believe.
    # Thought: we devide the trope detection into 3 steps
    # 1. Frame Selection: Since ""Not So Different"" might present in every moment of video, we iterate every frame and perform a series of queries, collect information for each candidate frame
    # 2. Character Detection: ""Not So Different"" usually involves two characters who are initially thought to be different
    # 3. Commonality Analysis: For frames both characters present, the commonality like ""similar actions"", ""similar emotions"" or ""similar backgrounds"" are possibly taking place
    # 4. Answer Selection: Use select_answer api to select the most possible answer with previously collected information 
    video_segment = VideoSegment(video)
    # Create a info dictionary
    info = {}
    for i, frame in enumerate(video_segment.frame_iterator()):
        # Assuming functions exist to identify character1 and character2
        if frame.exists(""character1"") and frame.exists(""character2""):
            # Caption the frame
            caption_query = frame.simple_query(""What is happening?"")
            # Query character1 / character2 action
            character1_action = frame.find(""character1"")[0].simple_query(""What is he/she doing?"")
            character2_action = frame.find(""character2"")[0].simple_query(""What is he/she doing?"")
            # Query emotion condition of character1 and character2
            character1_emotion = frame.simple_query(""What emotion does character1 have?"")
            character2_emotion = frame.simple_query(""What emotion does character2 have?"")
            # Append infomation of frame to info dictionary
            info[f""Caption of {i} th frame""] = caption_query
            info[f""Action of character1 in {i} th frame""] = character1_action
            info[f""Action of character2 in {i} th frame""] = character2_action
            info[f""Character1 emotion in {i} th frame""] = character1_emotion
            info[f""Character2 emotion in {i} th frame""] = character2_emotion
    # Answer the query
    answer = video_segment.select_answer(info, query, possible_answers)
    return answer"|tt0071129_29|"Is the trope ""Not So Different"", which means ""When one character in a pair (who'd otherwise be different and/or unrelated) discovers that they actually have some things in common, more 
than the other character would want to believe."", relevant to the movie?"|/project/mira/dataset/MovieNet/videos/tt0071129.mp4|['yes', 'no']
